date read,tank,sample location,dilution X,R2A media,half plate count TSA W SB,full plate,comments,hours,count x dil,sample size,total CFU,assumed sys health,comments,Bactiquant value,
5/30/18,B high ,inside drum,10,,,88,some bac like,,880,,8800,,,,
5/30/18,C high ,plenum,10,,,84,some bac like,,840,,8400,,,,
5/30/18,D high ,plenum,10,,,112,some bac like,,1120,,11200,,,,
5/30/18,E high ,plenum,10,,,216,some bac like,,2160,,21600,,,,
5/30/18,F high ,inside drum,10,,,256,some bac like,,2560,,25600,,,,
5/30/18,P1 high ,riser,10,,,104,mostly bac like,,1040,,10400,,,,
5/30/18,P2 high ,riser,10,,,112,mostly bac like,,1120,,11200,,,,
5/30/18,P6 high ,riser,10,,,26,mostly bac like,,260,,2600,,,,
5/30/18,P7 High,riser,10,,,56,mostly bac like,,560,,5600,,,,
5/30/18,HT,bay ,10,,,362,black,,3620,,36200,,,,
6/13/18,A Bio,top bio,10,,,84,,,840,,8400,,"system was mid bleaching, bio bypassed",,
6/13/18,B high ,inside drum,10,,,624,"lots of black swarmer, some bac ",,6240,,62400,,,,
6/13/18,C high ,plenum,10,,,112,some bac like,,1120,,11200,,,,
6/13/18,D high ,plenum,10,,,98,some bac like,,980,,9800,,,,
6/13/18,E high ,plenum,10,,,232,heavy black swarmer,,2320,,23200,,,,
6/13/18,F high ,inside drum,10,,,176,,,1760,,17600,,,,
6/13/18,P1 high ,riser,10,,,72,some bac like,,720,,7200,,,,
6/13/18,P2 high ,riser,10,,,152,some bac like,,1520,,15200,,,,
6/13/18,P6 high ,riser,10,,,78,some bac like,,780,,7800,,,,
6/13/18,P7 High,riser,10,,,432,,,4320,,43200,,,,
6/13/18,HT,bay ,10,,,688,,,6880,,68800,,,,
8/2/18,A high ,upriser,10,,,672,foul smell ,,6720,,67200,,,,
8/2/18,B high ,inside drum,10,,,92,1 bac like colony,,920,,9200,,,,
8/2/18,C high ,plenum,10,,,112,Fish Health Pics\2018\IMG_0359.jpg,,1120,,11200,,,,
8/2/18,D high ,plenum,10,,,96,Fish Health Pics\2018\IMG_0359.jpg,,960,,9600,,,,
8/2/18,E high ,plenum,10,,,608,Fish Health Pics\2018\IMG_0360.jpg,,6080,,60800,,,,
8/2/18,F high ,inside drum,10,,,88,Fish Health Pics\2018\IMG_0360.jpg,,880,,8800,,,,
8/2/18,P1 high ,riser,10,,,184,Fish Health Pics\2018\IMG_0360.jpg,,1840,,18400,,,,
8/2/18,P2 high ,riser,10,,,160,Fish Health Pics\2018\IMG_0360.jpg,,1600,,16000,,,,
8/2/18,P6 high ,riser,10,,,108,Fish Health Pics\2018\IMG_0361.jpg,,1080,,10800,,,,
8/2/18,P7 High,riser,10,,,192,"foul smell, black",,1920,,19200,,,,
8/2/18,HT,bay ,10,,,656,"foul smell, black",,6560,,65600,,,,
8/9/18,A high ,upriser,10,,,64,some bac like,,640,,6400,,,,
8/9/18,B high ,inside drum,10,,,112,,,1120,,11200,,,,
8/9/18,C high ,plenum,10,,,208,,,2080,,20800,,,,
8/9/18,D high ,plenum,10,,,68,,,680,,6800,,,,
8/9/18,E high ,plenum,10,,,302,black swarmer,,3020,,30200,,,,
8/9/18,F high ,inside drum,10,,,144,black swarmer,,1440,,14400,,,,
8/9/18,P1 high ,riser,10,,,128,mostly all bac like,,1280,,12800,,,,
8/9/18,P2 high ,riser,10,,,66,some bac like,,660,,6600,,,,
8/9/18,P6 high ,riser,10,,,68,some bac like,,680,,6800,,,,
8/9/18,P7 High,riser,10,,,286,some bac like,,2860,,28600,,,,
8/9/18,HT,bay ,10,,,432,,,4320,,43200,,,,
9/27/18,A high ,upriser,10,,,212,,,2120,,21200,,,,
9/27/18,B high ,inside drum,10,,,688,,,6880,,68800,,,,
9/27/18,C high ,plenum,10,,,108,,,1080,,10800,,,,
9/27/18,D high ,plenum,10,,,52,some bac like,,520,,5200,,,,
9/27/18,E high ,plenum,10,,,448,some bac like,,4480,,44800,,,,
9/27/18,F high ,inside drum,10,,,592,,,5920,,59200,,,,
9/27/18,P1 high ,riser,10,,,56,mostly bac like,,560,,5600,,,,
9/27/18,P2 high ,riser,10,,,192,some bac like,,1920,,19200,,,,
9/27/18,P6 high ,riser,10,,,1088,,,10880,,108800,,,,
9/27/18,P7 High,riser,10,,,60,some bac like,,600,,6000,,,,
9/27/18,HT,bay ,10,,,224,some bac like,,2240,,22400,,,,
10/15/18,A high ,upriser,10,,,132,,,1320,,13200,,,,
10/15/18,B high ,inside drum,10,,,216,some bac like,,2160,,21600,,,,
10/15/18,C high ,plenum,10,,,52,,,520,,5200,,,,
10/15/18,D high ,plenum,10,,,512,,,5120,,51200,,,,
10/15/18,E high ,plenum,10,,,176,some bac like,,1760,,17600,,,,
10/15/18,F high ,inside drum,10,,,216,some bac like,,2160,,21600,,,,
10/15/18,P1 high ,riser,10,,,64,some bac like,,640,,6400,,,,
10/15/18,P2 high ,riser,10,,,112,,,1120,,11200,,,,
10/15/18,P6 high ,riser,10,,,60,,,600,,6000,,,,
10/15/18,P7 High,riser,10,,,32,,,320,,3200,,,,
10/15/18,HT,bay ,10,,,336,mixed growth w bac like,,3360,,33600,,,,
11/28/18,A high ,upriser,10,,,3,,,30,,300,,,,
11/28/18,B high ,inside drum,10,,,468,,,4680,,46800,,,,
11/28/18,C high ,plenum,10,,,496,,,4960,,49600,,,,
11/28/18,D high ,plenum,10,,,272,,,2720,,27200,,,,
11/28/18,E high ,plenum,10,,,176,,,1760,,17600,,,,
11/28/18,F high ,inside drum,10,,,224,,,2240,,22400,,,,
11/28/18,P1 high ,riser,10,,,168,,,1680,,16800,,,,
11/28/18,P2 high ,riser,10,,,112,,,1120,,11200,,,,
11/28/18,P6 high ,riser,10,,,160,some bac like,,1600,,16000,,,,
11/28/18,P7 High,riser,10,,,208,,,2080,,20800,,,,
11/28/18,P9,riser,10,,,156,,,1560,,15600,,,,
11/28/18,HT,bay ,10,,,144,mod bac like,,1440,,14400,,,,
1/3/19,A high ,upriser,10,,,60,,,600,,6000,,,,
1/3/19,B high ,inside drum,10,,,92,,,920,,9200,,,,
1/3/19,C high ,plenum,10,,,248,,,2480,,24800,,,,
1/3/19,D high ,plenum,10,,,76,,,760,,7600,,,,
1/3/19,E high ,plenum,10,,,368,,,3680,,36800,,,,
1/3/19,F high ,inside drum,10,,,208,,,2080,,20800,,,,
1/3/19,P1 high ,riser,10,,,168,mod bac like,,1680,,16800,,,,
1/3/19,P2 high ,riser,10,,,172,,,1720,,17200,,,,
1/3/19,P6 high ,riser,10,,,400,over run with black swarmer,,4000,,40000,,,,
1/3/19,P7 High,riser,10,,,144,,,1440,,14400,,,,
1/3/19,P9,riser,10,,,4,,,40,,400,,,,
1/3/19,HT,bay ,10,,,128,some bac like,,1280,,12800,,,,
1/16/19,A high ,upriser,10,,,198,mod bac like,,1980,,19800,,,,
1/16/19,B high ,inside drum,10,,,208,mod bac like,,2080,,20800,,,,
1/16/19,C high ,plenum,10,,,82,low bac like,,820,,8200,,,,
1/16/19,D high ,plenum,10,,,108,low bac like,,1080,,10800,,,,
1/16/19,E high ,plenum,10,,,368,some bac like,,3680,,36800,,,,
1/16/19,F high ,inside drum,10,,,236,mod bac like,,2360,,23600,,,,
1/16/19,P1 high ,riser,10,,,128,mostly bac like,,1280,,12800,,,,
1/16/19,P2 high ,riser,10,,,92,mostly bac like,,920,,9200,,,,
1/16/19,P6 high ,riser,10,,,136,mostly bac like,,1360,,13600,,,,
1/16/19,P7 High,riser,10,,,294,some bac like,,2940,,29400,,,,
1/16/19,P9,riser,10,,,220,mostly bac like,,2200,,22000,,,,
1/16/19,HT,bay ,10,,,394,mod bac like,,3940,,39400,,,,
1/31/19,A high ,upriser,10,,,92,some bac like,,920,,9200,,,,
1/31/19,A pre UV,LHO Sight tube,10,,,76,some bac like,,760,,7600,,,,
1/31/19,A post UV,tank sight tube,10,,,33,some bac like,,330,,3300,,,,
1/31/19,B high ,inside drum,10,,,304,dark swarmer,,3040,,30400,,,,
1/31/19,C high ,plenum,10,,,232,foul odor,,2320,,23200,,,,
1/31/19,D high ,plenum,10,,,12,,,120,,1200,,,,
1/31/19,E high ,plenum,10,,,192,,,1920,,19200,,,,
1/31/19,F high ,inside drum,10,,,120,,,1200,,12000,,,,
1/31/19,P1 high ,riser,10,,,168,,,1680,,16800,,,,
1/31/19,P2 high ,riser,10,,,120,,,1200,,12000,,,,
1/31/19,P6 high ,riser,10,,,104,mostly all bac like,,1040,,10400,,,,
1/31/19,P7 High,riser,10,,,208,,,2080,,20800,,,,
1/31/19,P9,riser,10,,,68,mostly all bac like,,680,,6800,,,,
1/31/19,HT,bay ,10,,,340,some bac like,,3400,,34000,,,,
2/8/19,A high ,upriser,10,,,82,black swarmer,,820,,8200,,,,
2/8/19,B high ,inside drum,10,,,104,,,1040,,10400,,,,
2/8/19,C high ,plenum,10,,,128,,,1280,,12800,,,,
2/8/19,D high ,plenum,10,,,152,,,1520,,15200,,,,
2/8/19,E high ,plenum,10,,,448,,,4480,,44800,,,,
2/8/19,F high ,inside drum,10,,,112,,,1120,,11200,,,,
2/8/19,P1 high ,riser,10,,,208,,,2080,,20800,,,,
2/8/19,P2 high ,riser,10,,,44,,,440,,4400,,,,
2/8/19,P6 high ,riser,10,,,112,mostly bac like,,1120,,11200,,,,
2/8/19,P7 High,riser,10,,,152,,,1520,,15200,,,,
2/8/19,P9,riser,10,,,56,,,560,,5600,,,,
2/8/19,HT,bay ,10,,,88,,,880,,8800,,,,
2/8/19,"B ""void"" pipe",old 7/8,10,,,592,,,5920,,59200,,,,
3/28/19,A high ,upriser,10,,,56,most morph sim to bacillus,,560,,5600,,,,
3/28/19,B high ,inside drum,10,,,352,some bac like,,3520,,35200,,,,
3/28/19,C high ,plenum,10,,,184,some bac like,,1840,,18400,,,,
3/28/19,D high ,plenum,10,,,112,most morph sim to bacillus,,1120,,11200,,,,
3/28/19,E high ,plenum,10,,,304,some bac like,,3040,,30400,,,,
3/28/19,F high ,inside drum,10,,,216,some bac like,,2160,,21600,,,,
3/28/19,P1 high ,riser,10,,,144,most morph sim to bacillus,,1440,,14400,,,,
3/28/19,P2 high ,riser,10,,,132,most morph sim to bacillus,,1320,,13200,,,,
3/28/19,P6 high ,riser,10,,,192,most morph sim to bacillus,,1920,,19200,,,,
3/28/19,P7 High,riser,10,,,256,some bac like,,2560,,25600,,,,
3/28/19,P9,riser,10,,,152,mod bac like,,1520,,15200,,,,
3/28/19,HT,bay ,10,,,368,some bac like,,3680,,36800,,,,
5/2/19,A high ,upriser,10,,,27,,,270,,2700,,,,
5/2/19,B high ,inside drum,10,,,168,,,1680,,16800,,,,
5/2/19,C high ,plenum,10,,,280,,,2800,,28000,,,,
5/2/19,D high ,plenum,10,,,172,,,1720,,17200,,,,
5/2/19,E high ,plenum,10,,,656,,,6560,,65600,,,,
5/2/19,F high ,inside drum,10,,,208,,,2080,,20800,,,,
5/2/19,P1 high ,riser,10,,,192,,,1920,,19200,,,,
5/2/19,P2 high ,riser,10,,,68,,,680,,6800,,,,
5/2/19,P6 high ,riser,10,,,72,,,720,,7200,,,,
5/2/19,P7 High,riser,10,,,184,,,1840,,18400,,,,
5/2/19,P9,riser,10,,,104,,,1040,,10400,,,,
5/2/19,P10,riser,10,,,272,some bac like,,2720,,27200,,,,
5/2/19,HT,bay ,10,,,192,,,1920,,19200,,,,
5/2/19,P5 ,lab exp,10,,,562,,,5620,,56200,,,,
5/2/19,P5  Formalin,lab exp,10,,,1000, ,,10000,,100000,,,,
5/16/19,A high ,upriser,10,,,132,some bac like,,1320,,13200,,,,
5/16/19,B high ,inside drum,10,,,104,"some bac, some cauliflower like",,1040,,10400,,,,
5/16/19,C high ,plenum,10,,,124,"some bac, some cauliflower like",,1240,,12400,,,,
5/16/19,D high ,plenum,10,,,168,mod bac like,,1680,,16800,,,,
5/16/19,E high ,plenum,10,,,528,"some bac, some cauliflower like",,5280,,52800,,,,
5/16/19,F high ,inside drum,10,,,642,,,6420,,64200,,,,
5/16/19,P1 high ,riser,10,,,184,"some bac, some cauliflower like",,1840,,18400,,,,
5/16/19,P2 high ,riser,10,,,112,mod bac like,,1120,,11200,,,,
5/16/19,P6 high ,riser,10,,,116,mod bac like,,1160,,11600,,,,
5/16/19,P7 High,riser,10,,,298,mod bac like,,2980,,29800,,,,
5/16/19,P9,riser,10,,,264,mod bac like,,2640,,26400,,,,
5/16/19,P10,riser,10,,,386,mostly bac like,,3860,,38600,,,,
5/16/19,HT,bay ,10,,,256,mod bac like,,2560,,25600,,,,
6/20/19,A high ,upriser,10,,,84,,,840,,8400,,,,
6/20/19,B high ,inside drum,10,,,116,"some bac like, some cauliflower",,1160,,11600,,,,
6/20/19,C high ,plenum,10,,,80,some cauliflower like,,800,,8000,,,,
6/20/19,D high ,plenum,10,,,192,some cauliflower like,,1920,,19200,,,,
6/20/19,E high ,plenum,10,,,248,,,2480,,24800,,,,
6/20/19,F high ,inside drum,10,,,328,some cauliflower like,,3280,,32800,,,,
6/20/19,P1 high ,riser,10,,,56,,,560,,5600,,,,
6/20/19,P2 high ,riser,10,,,224,foul smell,,2240,,22400,,,,
6/20/19,P6 high ,riser,10,,,68,,,680,,6800,,,,
6/20/19,P7 High,riser,10,,,312,some cauliflower like,,3120,,31200,,,,
6/20/19,P9,riser,10,,,62,,,620,,6200,,,,
6/20/19,P10,riser,10,,,32,,,320,,3200,,,,
6/20/19,HT,bay ,10,,,88,,,880,,8800,,,,
7/11/19,A high ,upriser,10,,,82,,,820,,8200,,,,
7/11/19,B high ,inside drum,10,,,184,,,1840,,18400,,,,
7/11/19,C high ,plenum,10,,,88,some bac like,,880,,8800,,,,
7/11/19,D high ,plenum,10,,,248,small gray colonies,,2480,,24800,,,,
7/11/19,E high ,plenum,10,,,232,,,2320,,23200,,,,
7/11/19,F high ,inside drum,10,,,272,"dark colonies, hemolytic, smell",,2720,,27200,,,,
7/11/19,P1 high ,riser,10,,,96,some bac like,,960,,9600,,,,
7/11/19,P2 high ,riser,10,,,216,,,2160,,21600,,,,
7/11/19,P6 high ,riser,10,,,92,mostly bac like,,920,,9200,,,,
7/11/19,P7 High,riser,10,,,132,some bac like,,1320,,13200,,,,
7/11/19,P9,riser,10,,,68,mostly bac like,,680,,6800,,,,
7/11/19,P10,riser,10,,,84,,,840,,8400,,,,
7/11/19,HT,bay ,10,,,528,,,5280,,52800,,,,
7/30/19,A high ,upriser,10,,,48,some bac like,,480,,4800,,,,
7/30/19,B high ,inside drum,10,,,132,some bac like,,1320,,13200,,,,
7/30/19,C high ,plenum,10,,,328,,,3280,,32800,,,,
7/30/19,D high ,plenum,10,,,184,,,1840,,18400,,,,
7/30/19,E high ,plenum,10,,,308,,,3080,,30800,,,,
7/30/19,F high ,inside drum,10,,,152,black swarmer,,1520,,15200,,,,
7/30/19,P1 high ,riser,10,,,148,,,1480,,14800,,,,
7/30/19,P2 high ,riser,10,,,48,some bac like,,480,,4800,,,,
7/30/19,P6 high ,riser,10,,,138,black swarmer,,1380,,13800,,,,
7/30/19,P7 High,riser,10,,,304,small immature colonies,,3040,,30400,,,,
7/30/19,P9,riser,10,,,156,,,1560,,15600,,,,
7/30/19,P10,riser,10,,,52,some bac like,,520,,5200,,,,
7/30/19,HT,bay ,10,,,376,,,3760,,37600,,,,
7/30/19,Purge tank,tank   ,10,,,134,mostly bac like,,1340,,13400,,,,
9/26/19,A high ,upriser,10,,,38,,,380,,3800,,,,
9/26/19,B high ,inside drum,10,,,124,some bac some black swarmer,,1240,,12400,,,,
9/26/19,C high ,plenum,10,,,64,some bac like,,640,,6400,,,,
9/26/19,D high ,plenum,10,,,256,some bac like,,2560,,25600,,,,
9/26/19,E high ,plenum,10,,,264,some bac like,,2640,,26400,,,,
9/26/19,F high ,inside drum,10,,,420,,,4200,,42000,,,,
9/26/19,P1 high ,riser,10,,,84,some bac like,,840,,8400,,,,
9/26/19,P2 high ,riser,10,,,68,mod bac like,,680,,6800,,,,
9/26/19,P6 high ,riser,10,,,48,some bac some black swarmer,,480,,4800,,,,
9/26/19,P7 High,riser,10,,,132,mostly bac like,,1320,,13200,,,,
9/26/19,P9,riser,10,,,148,black swarmer,,1480,,14800,,,,
9/26/19,P10,riser,10,,,56,,,560,,5600,,,,
9/26/19,HT,bay ,10,,,480,,,4800,,48000,,,,
10/11/19,B high ,inside drum,10,,,280,,,2800,,28000,,,,
10/11/19,C high ,plenum,10,,,112,,,1120,,11200,,,,
10/11/19,D high ,plenum,10,,,240,,,2400,,24000,,,,
10/17/19,A high ,upriser,10,,,88,,,880,,8800,,,,
10/17/19,B high ,inside drum,10,,,148,"some black swarmer, some bac",,1480,,14800,,,,
10/17/19,C high ,plenum,10,,,68,some bac like,,680,,6800,,,,
10/17/19,D high ,plenum,10,,,304,mixed bac and small dark colonies,,3040,,30400,,,,
10/17/19,E high ,plenum,10,,,226,some bac ,,2260,,22600,,,,
10/17/19,F high ,inside drum,10,,,352,"some black swarmer, some bac",,3520,,35200,,,,
10/17/19,P1 high ,riser,10,,,352,some bac mostly slow growing small,,3520,,35200,,,,
10/17/19,P2 high ,riser,10,,,128,,,1280,,12800,,,,
10/17/19,P6 high ,riser,10,,,52,,,520,,5200,,,,
10/17/19,P7 High,riser,10,,,380,,,3800,,38000,,,,
10/17/19,P9,riser,10,,,272,,,2720,,27200,,,,
10/17/19,P10,riser,10,,,302,,,3020,,30200,,,,
10/17/19,HT,bay ,10,,,162,,,1620,,16200,,,,
11/21/19,A high ,upriser,10,,,84,some bac like,,840,,8400,,,,
11/21/19,B high ,inside drum,10,,,428,"some bac like, some alph hem",,4280,,42800,,,,
11/21/19,C high ,plenum,10,,,102,some bac like,,1020,,10200,,,,
11/21/19,D high ,plenum,10,,,256,some bac like,,2560,,25600,,,,
11/21/19,E high ,inside drum,10,,,128,,,1280,,12800,,,,
11/21/19,F high ,inside drum,10,,,156,,,1560,,15600,,,,
11/21/19,P1 high ,riser,10,,,304,,,3040,,30400,,,,
11/21/19,P2 high ,riser,10,,,456,some bac like,,4560,,45600,,,,
11/21/19,P6 high ,riser,10,,,304,some bac like,,3040,,30400,,,,
11/21/19,P7 High,riser,10,,,240,some bac like,,2400,,24000,,,,
11/21/19,P9,riser,10,,,176,some bac like,,1760,,17600,,,,
11/21/19,P10,riser,10,,,112,mostly bac like,,1120,,11200,,,,
11/21/19,HT,bay ,10,,,184,mostly bac like,,1840,,18400,,,,
12/12/19,A high ,upriser,10,,,92,,,920,,9200,,,,
12/12/19,B high ,inside drum,10,,,108,mostly bac like w a small gray,,1080,,10800,,,,
12/12/19,C high ,plenum,10,,,456,,,4560,,45600,,,,
12/12/19,D high ,plenum,10,,,624,3 Big grey swarms,,6240,,62400,,,,
12/12/19,E high ,inside drum,10,,,164,mostly bac like,,1640,,16400,,,,
12/12/19,F high ,inside drum,10,,,236,mostly bac like,,2360,,23600,,,,
12/12/19,P1 high ,riser,10,,,360,some bac like,,3600,,36000,,,,
12/12/19,P2 high ,riser,10,,,1984,small grey,,19840,,198400,,,,
12/12/19,P6 high ,riser,10,,,260,large gray,,2600,,26000,,,,
12/12/19,P7 High,riser,10,,,2800,Did not spread througholy over plate,,28000,,280000,,,,
12/12/19,P9,riser,10,,,30,Some bac like,,300,,3000,,,,
12/12/19,P10,riser,10,,,448,,,4480,,44800,,,,
12/12/19,HT,bay ,10,,,124,small grey,,1240,,12400,,,,
1/7/20,B1,Influent (UV),10,,,648, ,,6480,,64800,,C:\Users\Lab1\Desktop\Culture Plates\b1 inflow.jpg,,
1/7/20,B1,Effluent,10,,,712,,,7120,,71200,,C:\Users\Lab1\Desktop\Culture Plates\b1 outflow.jpg,,
1/7/20,B2,Influent,10,,,976,,,9760,,97600,,C:\Users\Lab1\Desktop\Culture Plates\B2 inflow.jpg,,
1/23/20,Gray tank,sample port,10,,,352,,,3520,,35200,,,,
1/30/20,gray tank post O3,sample port,10,,,OR,,,#VALUE!,,#VALUE!,,,,
2/27/20,A high ,upriser,10,,,108,mod bac like,,1080,,10800,,,,
2/27/20,B high ,inside drum,10,,,48,small gray colonies,,480,,4800,,,,
2/27/20,B top bio,top bio,10,,,52,small gray colonies,,520,,5200,,,,
2/27/20,B post U tube,post U tube,10,,,7,,,70,,700,,,,
2/27/20,B1 w fish post uv,tank opp side,10,,,272,some bac like,,2720,,27200,,,,
2/27/20,B1 w fish post uv,top of inflow,10,,,7,,,70,,700,,,,
2/27/20,B1 w fish post uv,bottom of inflow,10,,,4,,,40,,400,,,,
2/27/20,B6 empty,tank opp side,10,,,7,,,70,,700,,,,
2/27/20,B6 empty,top of inflow,10,,,6,,,60,,600,,,,
2/27/20,B6 empty,bottom of inflow,10,,,6,,,60,,600,,,,
2/27/20,C high ,plenum,10,,,688,"black swarmer, small gray",,6880,,68800,,,,
2/27/20,D high ,plenum,10,,,720,some bac like,,7200,,72000,,,,
2/27/20,E high ,inside drum,10,,,432,,,4320,,43200,,,,
2/27/20,F high ,inside drum,10,,,272,black swarmer,,2720,,27200,,,,
2/27/20,P1 high ,riser,10,,,224,,,2240,,22400,,,,
2/27/20,P2 high ,riser,10,,,496,black swarmer,,4960,,49600,,,,
2/27/20,P6 high ,riser,10,,,304,,,3040,,30400,,,,
2/27/20,P7 High,riser,10,,,322,some bac like,,3220,,32200,,,,
2/27/20,P9,riser,10,,,152,mostly bac like,,1520,,15200,,,,
2/27/20,P10,riser,10,,,176,,,1760,,17600,,,,
2/27/20,HT,bay ,10,,,232,,,2320,,23200,,,,
2/27/20,bag filter,bag filter,10,,,320,,,3200,,32000,,,,
2/27/20,Gooseneck,gooseneck tank,10,,,248,,,2480,,24800,,,,
4/8/20,A high ,upriser,10,,,56,some bac like,,560,,5600,,,,
4/8/20,B high ,inside drum,10,,,52,some bac like,,520,,5200,,,,
4/8/20,C high ,plenum,10,,,84,some bac like,,840,,8400,,,,
4/8/20,D high ,plenum,10,,,64,black swarmer,,640,,6400,,,,
4/8/20,E high ,inside drum,10,,,228,"some bac like, small colonies just starting",,2280,,22800,,,,
4/8/20,F high ,inside drum,10,,,176,,,1760,,17600,,,,
4/8/20,P1 high ,riser,10,,,5,all bac like,,50,,500,,,,
4/8/20,P2 high ,riser,10,,,352,small col starting,,3520,,35200,,,,
4/8/20,P6 high ,riser,10,,,208,small col starting,,2080,,20800,,,,
4/8/20,P7 High,riser,10,,,144,mod bac like,,1440,,14400,,,,
4/8/20,P9 High,riser,10,,,104,mod bac like,,1040,,10400,,,,
4/8/20,P10 High,riser,10,,,320,small col starting,,3200,,32000,,,,
4/8/20,HT,bay ,10,,,384,black swarmer,,3840,,38400,,,,
4/8/20,PT-1,tank,10,,,224,black swarmer,,2240,,22400,,,,
5/20/20,A high ,upriser,10,,,48,,,480,,4800,,,,
5/20/20,B high ,inside drum,10,,,OR,,,#VALUE!,,#VALUE!,,,,
5/20/20,C high ,plenum,10,,,128,"some bac, black swarmer",,1280,,12800,,,,
5/20/20,D high ,plenum,10,,,248,black swarmer,,2480,,24800,,,,
5/20/20,E high ,inside drum,10,,,296,some bac like,,2960,,29600,,,,
5/20/20,F high ,inside drum,10,,,264,,,2640,,26400,,,,
5/20/20,P1 high ,riser,10,,,104,,,1040,,10400,,,,
5/20/20,P2 high ,riser,10,,,136,,,1360,,13600,,,,
5/20/20,P6 high ,riser,10,,,156,,,1560,,15600,,,,
5/20/20,P7 High,riser,10,,,104,,,1040,,10400,,,,
5/20/20,P9 High,riser,10,,,128,,,1280,,12800,,,,
5/20/20,P10 High,riser,10,,,56,,,560,,5600,,,,
5/20/20,HT,bay ,10,,,132,some bac like,,1320,,13200,,,,
5/20/20,Gray tank,,10,,,92,very large dark colonies,,920,,9200,,,,
6/3/20,HT GN Pre-UV,,10,,,296,,,2960,,29600,,,,
6/3/20,HT GN Post-UV,,10,,,3,,,30,,300,,,,
6/3/20,HT GN High contact,,10,,,56,,,560,,5600,,,,
6/17/20,A high ,upriser,10,,,32,,,320,,3200,,,,
6/17/20,B high ,inside drum,10,,,128,some bac like,,1280,,12800,,,,
6/17/20,C high ,plenum,10,,,104,high bac like,,1040,,10400,,,,
6/17/20,D high ,plenum,10,,,136,some bac like,,1360,,13600,,,,
6/17/20,E high ,inside drum,10,,,256,,,2560,,25600,,,,
6/17/20,F high ,inside drum,10,,,302,,,3020,,30200,,,,
6/17/20,P1 high ,riser,10,,,112,high bac like,,1120,,11200,,,,
6/17/20,P2 high ,riser,10,,,64,high bac like,,640,,6400,,,,
6/17/20,P6 high ,riser,10,,,160,,,1600,,16000,,,,
6/17/20,P7 High,riser,10,,,152,black swarmer,,1520,,15200,,,,
6/17/20,P9 High,riser,10,,,74,,,740,,7400,,,,
6/17/20,P10 High,riser,10,,,168,,,1680,,16800,,,,
6/17/20,HT,bay ,10,,,184,some bac like,,1840,,18400,,,,
6/17/20,HT GN Pre-UV,,10,,,248,,,2480,,24800,,,,
6/17/20,HT GN Post-UV,,10,,,14,,,140,,1400,,new pipette method,,
7/16/20,A high ,upriser,10,,,48,,,480,,4800,,new pipette method,,
7/16/20,B high ,inside drum,10,,,18,,,180,,1800,,new pipette method,,
7/16/20,C high ,plenum,10,,,12,,,120,,1200,,new pipette method,,
7/16/20,D high ,plenum,10,,,76,,,760,,7600,,new pipette method,,
7/16/20,E high ,inside drum,10,,,27,,,270,,2700,,new pipette method,,
7/16/20,F high ,inside drum,10,,,88,,,880,,8800,,new pipette method,,
7/16/20,P1 high ,riser,10,,,56,,,560,,5600,,new pipette method,,
7/16/20,P2 high ,riser,10,,,3,,,30,,300,,new pipette method,,
7/16/20,P6 high ,riser,10,,,112,,,1120,,11200,,new pipette method,,
7/16/20,P7 High,riser,10,,,208,,,2080,,20800,,new pipette method,,
7/16/20,P9 High,riser,10,,,72,,,720,,7200,,new pipette method,,
7/16/20,P10 High,riser,10,,,,sampling error,,0,,0,,new pipette method,,
7/16/20,HT,bay ,10,,,182,,,1820,,18200,,new pipette method,,
8/12/20,A high ,upriser,1,,,672,,,672,,6720,,new pipette without dilution method,,
8/12/20,B high ,inside drum,1,,,272,,,272,,2720,,new pipette without dilution method,,
8/12/20,C high ,plenum,1,,,108,,,108,,1080,,new pipette without dilution method,,
8/12/20,D high ,plenum,1,,,52,,,52,,520,,new pipette without dilution method,,
8/12/20,E high ,inside drum,1,,,208,,,208,,2080,,new pipette without dilution method,,
8/12/20,F high ,inside drum,1,,,368,,,368,,3680,,new pipette without dilution method,,
8/12/20,P1 high ,riser,1,,,152,mostly bacillus,,152,,1520,,new pipette without dilution method,,
8/12/20,P2 high ,riser,1,,,464,,,464,,4640,,new pipette without dilution method,,
8/12/20,P6 high ,riser,1,,,88,,,88,,880,,new pipette without dilution method,,
8/12/20,P7 High,riser,1,,,592,,,592,,5920,,new pipette without dilution method,,
8/12/20,P9 High,riser,1,,,208,mostly bacillus,,208,,2080,,new pipette without dilution method,,
8/12/20,P10 High,riser,1,,,112,mostly bacillus,,112,,1120,,new pipette without dilution method,,
8/12/20,HT,bay ,1,,,224,,,224,,2240,,new pipette without dilution method,,
8/12/20,HT GN Post-UV,,1,,,28,poss all bacillus,,28,,280,,new pipette without dilution method,,
9/24/20,A high ,upriser,1,,,256,,,256,,2560,,no dilution,,
9/24/20,B high ,inside drum,1,,,364,foul odor,,364,,3640,,no dilution,,
9/24/20,C high ,plenum,1,,,132,,,132,,1320,,no dilution,,
9/24/20,D high ,plenum,1,,,128,"mostly bl swarmer, foul odor",,128,,1280,,no dilution,,
9/24/20,E high ,inside drum,1,,,1008,small ind col mixed w bl swarmer,,1008,,10080,,no dilution,,
9/24/20,F high ,inside drum,1,,,216,,,216,,2160,,no dilution,,
9/24/20,P1 high ,riser,1,,,108,,,108,,1080,,no dilution,,
